contentid,contenttypeid,title,addr1,addr2,zipcode,tel,mapx,mapy,mlevel,firstimage,firstimage2,cpyrhtDivCd,createdtime,modifiedtime,areacode,sigungucode,lDongRegnCd,lDongSignguCd,cat1,cat2,cat3,lclsSystm1,lclsSystm2,lclsSystm3
1884505,12,가문이오름(감은이오름),제주특별자치도 서귀포시 표선면 가시리,,63623,,126.6876111209,33.4018299117,6,http://tong.visitkorea.or.kr/cms/resource/92/3477392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3477392_image3_1.jpg,Type3,20140114192329,20250522111143,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1884521,12,가새기오름,제주특별자치도 제주시 오라삼동,2848,63148,,126.5038611983,33.4893700755,6,http://tong.visitkorea.or.kr/cms/resource/82/3477882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3477882_image3_1.jpg,Type3,20140114193335,20251230161028,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1885746,12,가세오름,제주특별자치도 서귀포시 표선면 녹산로 554,,63622,,126.7231832338,33.3931758821,6,http://tong.visitkorea.or.kr/cms/resource/61/3477261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3477261_image3_1.jpg,Type3,20140116182858,20250520165953,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1885754,12,가시오름,제주특별자치도 서귀포시 대정읍 하모이삼로21번길 1,,63507,,126.2500169782,33.2236315617,6,http://tong.visitkorea.or.kr/cms/resource/13/3477513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3477513_image3_1.jpg,Type3,20140116185151,20250905110259,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1887368,12,각시바위오름,제주특별자치도 서귀포시 호근동,2124,63569,,126.5259918298,33.2777271543,6,http://tong.visitkorea.or.kr/cms/resource/64/3477364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3477364_image3_1.jpg,Type3,20140121002153,20250513172327,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1887381,12,갈마못(갈뫼못),제주특별자치도 서귀포시 표선면 성읍리,,63624,,126.8116979172,33.3873529469,6,http://tong.visitkorea.or.kr/cms/resource/31/3477231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3477231_image3_1.jpg,Type3,20140121004604,20250820113210,39,3,50,130,A01,A0101,A01010500,NA,NA02,NA020400
1887493,12,감낭오름,제주특별자치도 서귀포시 안덕면 동광리,산41,63523,,126.3497088457,33.3250274801,6,http://tong.visitkorea.or.kr/cms/resource/06/3477406_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3477406_image3_1.jpg,Type3,20140121191403,20250513174151,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1887546,32,프레리아 커플 독채펜션,제주특별자치도 제주시 애월읍 유수암평화5길 34-29,,63067,,126.4050490077,33.4254894659,6,http://tong.visitkorea.or.kr/cms/resource/14/3552914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3552914_image3_1.jpg,Type3,20140121224515,20251023143000,39,4,50,110,B02,B0201,B02010700,AC,AC03,AC030100
1887866,12,갑선이오름,제주특별자치도 서귀포시 표선면 가시리,,63623,,126.7818122232,33.3608276172,6,http://tong.visitkorea.or.kr/cms/resource/45/3523545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3523545_image3_1.jpg,Type3,20140122185007,20250819162426,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1887873,12,개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,,63624,,126.7682286281,33.4238621040,6,http://tong.visitkorea.or.kr/cms/resource/94/3526894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3526894_image3_1.jpg,Type3,20140122185835,20250826110229,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1888034,32,소랑호젠,제주특별자치도 서귀포시 남원읍 태위로 545,,63620,,126.705237596791,33.2758030952569,6,https://tong.visitkorea.or.kr/cms/resource/83/4010183_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4010183_image3_1.jpg,Type3,20140123014835,20260203153813,,,50,130,,,,AC,AC03,AC030100
1889809,12,개오리오름,제주특별자치도 제주시 봉개동,,63313,,126.6125115262,33.4262287923,6,http://tong.visitkorea.or.kr/cms/resource/47/3478047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3478047_image3_1.jpg,Type3,20140128184602,20250520170724,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1889833,12,갯거리오름,제주특별자치도 서귀포시 대포동,,63540,,126.4578470138,33.3101086116,6,http://tong.visitkorea.or.kr/cms/resource/00/3585200_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3585200_image3_1.jpg,Type1,20140128185607,20251217130428,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1890152,12,거린사슴,제주특별자치도 서귀포시 1100로 823,,63554,,126.4543696003,33.3073171985,6,http://tong.visitkorea.or.kr/cms/resource/97/3477397_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3477397_image3_1.jpg,Type3,20140129181922,20250422090347,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1890177,12,동검은이오름,제주특별자치도 제주시 구좌읍 종달리 산70,,695976,,126.8047000000,33.4494000000,6,,,,20140129184140,20260615174507,,,50,110,,,,NA,NA01,NA010100
1890343,38,동부농원,제주특별자치도 서귀포시 성산읍 서성일로 1007,,63630,,126.8862290743,33.4429313439,6,http://tong.visitkorea.or.kr/cms/resource/05/3477505_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3477505_image3_1.jpg,Type3,20140129223236,20250814103556,39,3,50,130,A04,A0401,A04010600,SH,SH05,SH050200
1890872,12,뒤굽은이오름,제주특별자치도 제주시 구좌읍 송당리,,63355,,126.7671135570,33.4797309110,6,http://tong.visitkorea.or.kr/cms/resource/22/3526922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3526922_image3_1.jpg,Type3,20140204190058,20250826113218,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1891566,12,와이리조트 제주,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,,63530,,126.3278570231,33.2426334601,6,http://tong.visitkorea.or.kr/cms/resource/53/3552753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3552753_image3_1.jpg,Type3,20140206015701,20251023143000,39,3,50,130,A02,A0202,A02020200,VE,VE05,VE050200
1891943,39,맛있는 집,제주특별자치도 서귀포시 중앙로 110,,63585,,126.561137557689,33.2542671760391,6,,,,20140207185643,20260226163600,,,50,130,,,,FD,FD01,FD010100
1891955,39,명문가시리식당,제주특별자치도 서귀포시 표선면 중산간동로 5218,,63623,,126.7707355863,33.3528672076,6,http://tong.visitkorea.or.kr/cms/resource/49/3403349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3403349_image3_1.jpg,Type3,20140207190617,20251023143000,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
1892305,39,몽생이,제주특별자치도 제주시 한경면 녹차분재로 628,,63005,,126.2605082705,33.3246538979,6,http://tong.visitkorea.or.kr/cms/resource/79/3396979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3396979_image3_1.jpg,Type3,20140210200636,20250324134705,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
1892321,39,무인카페 산책,제주특별자치도 제주시 애월읍 고내로7길 49,,63045,,126.3369206678,33.4668838075,6,http://tong.visitkorea.or.kr/cms/resource/58/3396858_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3396858_image3_1.jpg,Type3,20140210202625,20250324111615,39,4,50,110,A05,A0502,A05020900,FD,FD05,FD050100
1893137,32,펠리스타운,제주특별자치도 서귀포시 성산읍 시흥하동로50번길 23,,63638,,126.9081014524,33.4744809898,6,,,,20140212012426,20241127145812,39,3,50,130,B02,B0201,B02010600,AC,AC06,AC060100
1893993,32,하얀언덕,제주특별자치도 서귀포시 표선면 민속해안로 351,,63629,,126.83397098104282,33.3114940302193,6,https://tong.visitkorea.or.kr/cms/resource/10/3516110_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3516110_image3_1.jpg,Type3,20140213011840,20260312131946,,,50,130,,,,AC,AC03,AC030100
1894943,32,포도호텔,제주특별자치도 서귀포시 안덕면 상천리,,63525,,126.3875196113,33.3178733106,6,http://tong.visitkorea.or.kr/cms/resource/01/3569801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3569801_image3_1.jpg,Type3,20140215011459,20251203174321,39,3,50,130,B02,B0201,B02010900,AC,AC04,AC040100
1895611,12,천아오름,제주특별자치도 제주시 애월읍 광령리,,63062,,126.4499096413,33.3969294468,6,http://tong.visitkorea.or.kr/cms/resource/93/3526993_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3526993_image3_1.jpg,Type3,20140218183450,20250826151928,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1895633,12,비양봉,제주특별자치도 제주시 한림읍 협재리,,63011,,126.2271120833,33.4085746459,6,http://tong.visitkorea.or.kr/cms/resource/71/3585371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3585371_image3_1.jpg,Type1,20140218190934,20251217141339,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1895793,39,바다잔치,제주특별자치도 제주시 탑동로 79,,63167,,126.516869015496,33.5176969388984,6,,,,20140218222736,20260206162544,,,50,110,,,,FD,FD01,FD010100
1896032,32,가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10,,63573,,126.512325818449,33.2365573431858,6,https://tong.visitkorea.or.kr/cms/resource/88/3516088_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/88/3516088_image3_1.JPG,Type3,20140219003733,20260312133810,,,50,130,,,,AC,AC03,AC030100
1896087,39,범섬앞어촌계횟집,제주특별자치도 서귀포시 막숙포로 61 (법환동),,63573,,126.5150881596,33.2358010530,6,http://tong.visitkorea.or.kr/cms/resource/98/3466498_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3466498_image3_1.jpg,Type3,20140219005854,20250610165346,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
1896538,39,오라숲소리,제주특별자치도 제주시 오라로 80,,63148,,126.5117825919,33.4955500733,6,http://tong.visitkorea.or.kr/cms/resource/28/3396928_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3396928_image3_1.jpg,Type3,20140219185548,20250324183059,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
1896585,39,금뽕똘,제주특별자치도 제주시 번영로 500,,63313,,126.594862392249,33.4900875185698,6,,,,20140219191926,20260205100725,,,50,110,,,,FD,FD01,FD010100
1896649,39,본가 1호점,제주특별자치도 제주시 도남로 101,,63221,,126.528546311951,33.4912113226067,6,,,,20140219221238,20260224121340,,,50,110,,,,FD,FD01,FD010100
1897905,32,노을담은뜨락,제주특별자치도 서귀포시 대정읍 노을해안로 416,,63501,,126.1903769911,33.2562936895,6,http://tong.visitkorea.or.kr/cms/resource/64/3562864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3562864_image3_1.jpg,Type3,20140221195800,20251106174614,39,3,50,130,B02,B0201,B02010700,AC,AC03,AC030100
1898255,32,호텔제이엠,제주특별자치도 제주시 삼무로1길 10-7,,63125,,126.488747256192,33.49036633896,6,,,,20140222022431,20260209140106,,,50,110,,,,AC,AC04,AC040100
1898484,12,붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,,63622,,126.6742707606,33.3952748674,6,http://tong.visitkorea.or.kr/cms/resource/70/3023770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3023770_image3_1.jpg,Type3,20140224184127,20250711104906,39,3,50,130,A01,A0101,A01010600,NA,NA04,NA040600
1898906,12,엉알해안,제주특별자치도 제주시 한경면 고산리,3671-1,63008,,126.1676196819,33.2994219009,6,http://tong.visitkorea.or.kr/cms/resource/01/3556301_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3556301_image3_1.jpg,Type1,20140225023237,20251026113149,39,4,50,110,A01,A0101,A01011100,NA,NA02,NA020800
1899959,12,도리미오름,제주특별자치도 제주시 구좌읍 송당리,산 255-1,63355,,126.7697172117,33.4315668324,6,http://tong.visitkorea.or.kr/cms/resource/80/3585580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3585580_image3_1.jpg,Type1,20140228011659,20251217150456,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1905280,32,THE BAY 제주리조트 (더베이 제주리조트),제주특별자치도 서귀포시 문필로35번길 46,,63599,,126.593484853543,33.2411969877814,6,,,,20140314021912,20260211093958,,,50,130,,,,AC,AC02,AC020100
1905844,32,비울채울,제주특별자치도 서귀포시 검은여로130번길 73,(보목동),63599,,126.589621140833,33.2492432142182,6,,,,20140318000520,20260211094141,,,50,130,,,,AC,AC03,AC030100
1906127,32,샤론의집,제주특별자치도 서귀포시 성산읍 금백조로131번길 177-1,,63631,,126.844154497431,33.4305734727705,6,,,,20140318220802,20260213152815,,,50,130,,,,AC,AC03,AC030100
1906195,12,동백동산,제주특별자치도 제주시 조천읍 동백로 77,,63340,,126.7155,33.5098,6,https://tong.visitkorea.or.kr/cms/resource/79/2585079_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/79/2585079_image3_1.jpg,Type3,20140318234430,20260211081009,,,50,110,,,,NA,NA04,NA040500
1906211,12,두맹이골목,제주특별자치도 제주시 동문로16길 17-4 (일도이동),,63265,,126.5349218725,33.5120458378,6,http://tong.visitkorea.or.kr/cms/resource/20/3384820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3384820_image3_1.jpg,Type3,20140319001305,20250325112311,39,4,50,110,A02,A0203,A02030600,VE,VE04,VE040100
1907801,12,제주4·3평화공원,제주특별자치도 제주시 명림로 430,,63313,,126.6177472981,33.4498231292,6,https://tong.visitkorea.or.kr/cms/resource/72/4094972_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/72/4094972_image3_1.jpg,Type1,20140325194836,20260803162314,,,50,110,,,,VE,VE03,VE030500
1909258,39,수다뜰,제주특별자치도 제주시 명림로 164,,63313,,126.610128052093,33.4720843045889,6,,,,20140328233557,20260224093150,,,50,110,,,,FD,FD01,FD010100
1909319,39,종달수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,,63354,,126.8931273496,33.4918621597,6,,,,20140329005136,20250626101954,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
1911160,14,헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,,63526,,126.3521344149,33.2900841569,6,http://tong.visitkorea.or.kr/cms/resource/80/3548380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3548380_image3_1.jpg,Type1,20140404202111,20251023143000,39,3,50,130,A02,A0206,A02060300,VE,VE07,VE070300
1918413,12,지미봉,제주특별자치도 제주시 구좌읍 종달리,,63354,,126.9020069661,33.4992031582,6,http://tong.visitkorea.or.kr/cms/resource/85/3523585_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3523585_image3_1.jpg,Type3,20140513000731,20250819163717,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1918417,12,제지기오름,제주특별자치도 서귀포시 보목동,275-1,63599,,126.6095687240,33.2419935340,6,http://tong.visitkorea.or.kr/cms/resource/21/3527121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3527121_image3_1.jpg,Type3,20140513001618,20250826173518,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1918421,12,폭낭오름,제주특별자치도 제주시 애월읍 봉성리,,63039,,126.3822415228,33.3522277635,6,http://tong.visitkorea.or.kr/cms/resource/39/3478039_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3478039_image3_1.jpg,Type3,20140513003159,20250905110255,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1918639,12,월정리해변(월정리해수욕장),제주특별자치도 제주시 구좌읍 해맞이해안로 485,,63358,,126.7982299577,33.5550461413,6,https://tong.visitkorea.or.kr/cms/resource/93/4075293_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4075293_image3_1.jpg,Type1,20140513194334,20260629103606,,,50,110,,,,NA,NA02,NA020900
1918643,12,한대오름,제주 제주시 애월읍 봉성리,,695916,,126.426735,33.357249,6,,,,20140513202424,20260224093950,,,50,110,,,,NA,NA01,NA010100
1918646,12,거슨새미오름,제주특별자치도 제주시 구좌읍 송당리,산145,63355,,126.7610119406,33.4521283086,6,http://tong.visitkorea.or.kr/cms/resource/04/3477804_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3477804_image3_1.jpg,Type3,20140513203324,20250514102952,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1918950,12,괴오름,제주특별자치도 제주시 애월읍 봉성리 산41,,63039,,126.3754586925,33.3560883410,6,http://tong.visitkorea.or.kr/cms/resource/40/3585540_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3585540_image3_1.jpg,Type1,20140514221643,20251217144302,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1918965,12,걸서악(걸세오름),제주특별자치도 서귀포시 남원읍 하례리 산 127-2,,699946,,126.619945,33.282155,6,https://tong.visitkorea.or.kr/cms/resource/12/3478012_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/12/3478012_image3_1.jpg,Type3,20140514224440,20260520174330,,,50,110,,,,NA,NA01,NA010100
1918984,12,구두리오름,제주특별자치도 서귀포시 표선면 가시리,산 158-2,63623,,126.6885413552,33.4124065362,6,http://tong.visitkorea.or.kr/cms/resource/75/3585175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3585175_image3_1.jpg,Type1,20140514230244,20251217112054,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1923590,12,하늬복이오름,제주특별자치도 서귀포시 안덕면 상천리,산89-1,63525,,126.3932189204,33.3266196561,6,http://tong.visitkorea.or.kr/cms/resource/41/3477441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3477441_image3_1.jpg,Type3,20140604021023,20250520171854,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1925362,12,어영공원,제주특별자치도 제주시 서해안로 451 (용담삼동),,63114,,126.4875702904,33.5183749384,6,http://tong.visitkorea.or.kr/cms/resource/14/3053314_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3053314_image3_1.jpg,Type3,20140612223856,20250425100504,39,4,50,110,A02,A0202,A02020700,VE,VE03,VE030200
1925366,12,열안지오름(오라동),제주특별자치도 제주시 산록북로,(오라이동),63144,,126.5207167107,33.4265967334,6,http://tong.visitkorea.or.kr/cms/resource/06/3556206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3556206_image3_1.jpg,Type1,20140612224752,20251025001910,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1925369,12,열안지오름(봉개동),제주특별자치도 제주시 봉개동,778-2,63313,,126.6055499659,33.4726124405,6,http://tong.visitkorea.or.kr/cms/resource/61/3477961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3477961_image3_1.jpg,Type3,20140612225840,20251124172343,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1926354,12,오백나한,제주특별자치도 서귀포시 하원동,,63554,,126.5027115669,33.3545294146,6,http://tong.visitkorea.or.kr/cms/resource/72/3528372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3528372_image3_1.jpg,Type3,20140618002229,20250828095642,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1926369,12,정물알오름,제주특별자치도 제주시 한림읍 금악리,,63021,,126.3249106803,33.3393282866,6,http://tong.visitkorea.or.kr/cms/resource/43/3585443_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3585443_image3_1.jpg,Type1,20140618011337,20251217142752,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1926379,12,정물오름,제주특별자치도 제주시 한림읍 금악리,산52-1,63021,,126.3302158047,33.3380257364,6,http://tong.visitkorea.or.kr/cms/resource/89/3077589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3077589_image3_1.jpg,Type3,20140618011726,20250509112825,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1926601,12,모구리오름,제주특별자치도 서귀포시 성산읍 난산리,2960-1,63632,,126.8290126084,33.4081287094,6,http://tong.visitkorea.or.kr/cms/resource/96/3477496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3477496_image3_1.jpg,Type3,20140619002803,20250430134729,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1928045,12,모지오름,제주특별자치도 서귀포시 표선면 성읍리,산22,63624,,126.7728760781,33.3962624499,6,http://tong.visitkorea.or.kr/cms/resource/83/3477483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3477483_image3_1.jpg,Type3,20140625022034,20250425101850,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1928421,12,다려도,제주특별자치도 제주시 조천읍 북촌리,,63339,,126.6953319009,33.5572322923,6,http://tong.visitkorea.or.kr/cms/resource/99/3565199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3565199_image3_1.jpg,Type1,20140626003657,20251118183200,39,4,50,110,A01,A0101,A01011300,NA,NA02,NA020500
1928430,12,도너리오름,제주특별자치도 서귀포시 안덕면 한창로 775,일대,63523,,126.3320881680,33.3243994944,6,http://tong.visitkorea.or.kr/cms/resource/70/3477170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3477170_image3_1.jpg,Type3,20140626004349,20250812111023,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1932636,32,제주 메이플호텔,제주특별자치도 제주시 원노형3길 41 메이플호텔,,63081,,126.4817104098,33.4865589227,6,http://tong.visitkorea.or.kr/cms/resource/30/2688230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2688230_image3_1.jpg,Type3,20140708222958,20251023143000,39,4,50,110,B02,B0201,B02010100,AC,AC01,AC010100
1933208,12,둔지봉,제주특별자치도 제주시 구좌읍 한동리,산 40,63350,,126.7973021108,33.5012456847,6,http://tong.visitkorea.or.kr/cms/resource/39/3527439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3527439_image3_1.jpg,Type3,20140710220713,20250827101728,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1933217,12,바늘오름,제주특별자치도 제주시 조천읍 교래리,산 108,63346,,126.6540100777,33.4537041957,6,http://tong.visitkorea.or.kr/cms/resource/44/3477944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3477944_image3_1.jpg,Type3,20140710222239,20250520172358,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1936039,12,서건도,제주특별자치도 서귀포시 강정동,,63564,,126.4927119133,33.2540292433,6,http://tong.visitkorea.or.kr/cms/resource/36/3026836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3026836_image3_1.jpg,Type3,20140722022837,20250404135821,39,3,50,130,A01,A0101,A01011300,NA,NA02,NA020500
1936339,12,제주 청수리마을,제주특별자치도 제주시 한경면 대한로 1036,,63006,,126.247673674219,33.3175650318651,6,https://tong.visitkorea.or.kr/cms/resource/39/2754539_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/2754539_image3_1.jpg,Type3,20140723233424,20260520170223,,,50,110,,,,EX,EX03,EX030100
1937744,14,소심한 책방,제주특별자치도 제주시 구좌읍 종달동길 36-10,,63364,,126.90265167417601,33.490276261417776,6,https://tong.visitkorea.or.kr/cms/resource/18/3507618_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/18/3507618_image3_1.JPG,Type3,20140729230750,20260311100340,,,50,110,,,,VE,VE12,VE120100
1939078,14,조천읍도서관,제주특별자치도 제주시 조천읍 일주동로 1189,,63333,,126.6676791949,33.5377090094,6,http://tong.visitkorea.or.kr/cms/resource/88/3553088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3553088_image3_1.jpg,Type1,20140805185821,20251023143000,39,4,50,110,A02,A0206,A02060900,VE,VE09,VE090300
1939093,14,삼매봉도서관,제주특별자치도 서귀포시 남성중로153번길 15 (서홍동),,63594,,126.5519736490,33.2448561932,6,http://tong.visitkorea.or.kr/cms/resource/49/3383849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3383849_image3_1.jpg,Type3,20140805190856,20251224161927,39,3,50,130,A02,A0206,A02060900,VE,VE09,VE090300
1939121,14,법환동 청소년문화의집,제주특별자치도 서귀포시 막숙포로 70-1,,63573,,126.5141867807,33.2355047172,6,https://tong.visitkorea.or.kr/cms/resource/37/4072637_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/37/4072637_image3_1.jpg,Type1,20140805193127,20260610083438,,,50,130,,,,VE,VE12,VE120300
1941153,12,삼의악오름,제주특별자치도 제주시 아라일동,산 24-2,63237,,126.5620989268,33.4398681468,6,http://tong.visitkorea.or.kr/cms/resource/72/3527472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3527472_image3_1.jpg,Type3,20140814015837,20250827104223,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1945208,12,수악(물오름),제주특별자치도 서귀포시 남원읍 516로 1042,,63607,,126.6094946439,33.3246677430,6,http://tong.visitkorea.or.kr/cms/resource/92/3477492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3477492_image3_1.jpg,Type3,20140829022350,20250520172952,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
1945394,12,손지오름,제주특별자치도 제주시 구좌읍 종달리,산 52,63354,,126.8195400994,33.4564732156,6,http://tong.visitkorea.or.kr/cms/resource/92/3565192_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3565192_image3_1.jpg,Type1,20140830011222,20251118181738,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1945414,12,새신오름,제주특별자치도 제주시 한경면 청수리,3361,63007,,126.2379580475,33.2978565065,6,http://tong.visitkorea.or.kr/cms/resource/85/3477985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3477985_image3_1.jpg,Type3,20140830014825,20250522113319,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1945578,12,소남머리,제주특별자치도 서귀포시 칠십리로 145 (서귀동),,63596,,126.5689416339,33.2443787372,6,http://tong.visitkorea.or.kr/cms/resource/84/3477284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3477284_image3_1.jpg,Type3,20140902014920,20250411131848,39,3,50,130,A01,A0101,A01011100,NA,NA02,NA020800
1945592,12,송아오름,제주특별자치도 제주시 한경면 용금로 545,,63004,,126.2381599336,33.3372049375,6,http://tong.visitkorea.or.kr/cms/resource/88/3477988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3477988_image3_1.jpg,Type3,20140902021858,20250808142340,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1945768,12,군산오름,제주특별자치도 서귀포시 안덕면 창천리,564,63533,,126.3707,33.2532,6,https://tong.visitkorea.or.kr/cms/resource/48/3035448_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/48/3035448_image3_1.jpg,Type1,20140903014216,20260209103727,,,50,130,,,,NA,NA01,NA010100
